,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
2209,1600000US0605108,region.place,2013,80006,50607,92034,66331,58656,74752,104667,32279,23472,46748,1.6,6.2,1.4,7.4,11.3,9.8,4.5,17.2,40.6,Belmont,CA
2213,1600000US0683542,region.place,2013,24504,14858,35451,18918,17147,48964,53295,22090,15604,25625,6.5,26.0,5.7,20.5,19.3,14.3,2.8,1.9,3.0,Wasco,CA
2214,1600000US0641124,region.place,2013,36783,26258,44882,37374,31296,41567,58429,34757,17851,37574,4.6,13.0,0.4,20.2,24.0,19.6,6.0,9.1,3.1,Lemon Grove,CA
2216,1600000US0680994,region.place,2013,36970,21775,27992,26700,25961,50410,64902,30659,30076,36721,1.6,32.3,0.3,26.9,16.2,10.8,5.3,5.4,1.2,Twentynine Palms,CA
2221,1600000US0636868,region.place,2013,22278,3848,25863,4305,4072,21295,25806,11964,21835,9722,9.6,35.8,5.7,22.5,12.4,3.4,2.1,5.3,3.2,Isla Vista,CA
2224,1600000US0667056,region.place,2013,30763,16822,35393,23210,20980,44008,28899,25454,13064,31196,3.6,19.6,1.1,27.3,22.5,10.0,5.8,6.0,4.1,Sanger,CA
2226,1600000US0633308,region.place,2013,59149,47087,64876,53514,51113,63734,81906,43137,30664,50504,1.4,5.0,3.6,6.5,15.2,23.3,8.3,18.0,18.7,Hercules,CA
2228,1600000US0668112,region.place,2013,43467,29890,51374,38160,33904,53074,76688,33256,24019,41123,1.4,13.0,1.3,16.8,20.9,18.0,8.1,12.1,8.4,San Lorenzo,CA
2232,1600000US0617498,region.place,2013,22743,15028,26458,21687,18993,35655,36289,22774,19484,23420,9.4,36.6,3.3,20.2,18.4,8.3,1.3,1.9,0.6,Cudahy,CA
2233,1600000US0621796,region.place,2013,63125,40482,71264,48167,43285,56250,65313,30163,23375,39728,1.6,6.7,1.2,7.7,18.1,12.7,8.9,16.3,26.8,El Cerrito,CA
2235,1600000US0639114,region.place,2013,80770,43949,106981,96648,76994,80343,106232,58854,20000,64000,0.2,3.9,0.0,5.6,7.9,9.3,4.5,21.9,46.7,Ladera Ranch,CA
2238,1600000US0642370,region.place,2013,49964,35662,49098,37147,36130,51318,66139,31163,21375,35509,3.7,13.4,3.0,13.9,17.0,13.1,6.2,15.4,14.3,Loma Linda,CA
2239,1600000US0678138,region.place,2013,53250,33750,72269,60406,48396,59193,85250,38646,30351,60481,1.5,6.8,0.9,13.5,13.6,14.6,10.9,17.6,20.6,Temescal Valley,CA
2241,1600000US0639178,region.place,2013,68730,44222,105926,71678,55267,63190,97727,40938,27212,41993,1.7,2.4,1.1,7.1,10.6,13.3,6.6,13.4,43.8,Laguna Beach,CA
2245,1600000US0602980,region.place,2013,36175,27059,42556,34219,30706,38596,81802,25805,28570,36805,3.5,14.4,1.2,23.2,23.1,13.3,5.6,11.0,4.7,Ashland,CA
2247,1600000US0681638,region.place,2013,35019,25445,37411,28091,26480,46141,45714,27021,23864,35479,2.8,25.0,1.3,18.2,25.3,13.0,5.1,6.4,2.9,Valinda,CA
2248,1600000US0662910,region.place,2013,42761,30156,50474,34184,31537,43978,56962,24194,14388,36496,3.0,11.0,2.5,14.1,25.6,20.1,6.6,12.0,5.1,Rosemont,CA
2252,1600000US0659550,region.place,2013,51532,37635,70625,45264,41279,56018,80152,34772,28409,41686,1.5,10.2,1.7,10.0,17.4,15.2,5.1,19.5,19.4,Rancho San Diego,CA
2256,1600000US0619990,region.place,2013,39800,26985,48106,35585,32274,58356,69844,25881,24121,33200,5.3,16.2,1.1,14.7,18.7,14.5,9.7,9.3,10.5,Duarte,CA
2257,1600000US0673108,region.place,2013,39807,21631,36180,22692,22147,37723,42614,22420,17868,31839,3.1,19.0,1.5,20.8,19.5,15.8,6.6,6.8,6.9,South Lake Tahoe,CA
2263,1600000US0656112,region.place,2013,42770,16449,51034,36910,27619,53382,116250,29559,16883,43045,2.8,14.9,0.6,10.9,23.5,17.3,8.9,10.1,11.0,Patterson,CA
2264,1600000US0607218,region.place,2013,38423,20316,56000,30917,26869,57324,73056,30239,17307,42904,4.6,11.7,3.1,15.3,17.0,15.5,6.8,11.4,14.6,Blythe,CA
2269,1600000US0672996,region.place,2013,22135,19198,25129,21764,20757,30596,87031,24764,18139,38140,8.1,42.1,3.5,16.0,13.6,8.4,2.7,3.1,2.5,South El Monte,CA
2273,1600000US0602924,region.place,2013,20311,12760,25505,16737,15491,20347,43750,19326,15390,23684,14.2,34.9,7.4,20.0,10.7,6.4,2.6,3.1,0.7,Arvin,CA
2275,1600000US0611691,region.place,2013,51727,30939,67697,47274,37306,55060,86604,35591,21294,33104,2.5,7.6,3.3,14.1,13.9,11.6,8.4,17.4,21.2,Casa,CA
2276,1600000US0633364,region.place,2013,70401,55196,87230,80244,66663,73688,100924,48908,0,51595,0.9,3.1,0.9,4.4,11.7,16.1,7.4,17.4,38.1,Hermosa Beach,CA
2279,1600000US0646646,region.place,2013,29519,17494,38217,22650,21221,50313,63625,22077,18882,33452,7.7,19.5,1.8,18.9,19.4,15.8,3.7,9.2,4.0,Mead Valley,CA
2281,1600000US0640704,region.place,2013,38229,22490,50300,34974,29884,41458,48750,29167,19310,41264,4.7,12.5,2.3,14.8,22.1,21.9,7.2,8.1,6.4,Lathrop,CA
2283,1600000US0619402,region.place,2013,44934,26763,54381,39985,33701,63606,62946,38686,21735,48778,2.6,13.8,2.3,11.7,18.3,20.5,5.9,12.8,12.1,Dixon,CA
2287,1600000US0613294,region.place,2013,33004,16628,42889,30495,22971,53077,65156,24201,12311,25128,7.8,15.4,4.8,14.3,22.0,15.3,3.4,6.8,10.2,Chowchilla,CA
2288,1600000US0610256,region.place,2013,48986,35366,72063,52991,42425,81128,73750,37226,40431,40400,2.0,6.5,0.7,8.8,21.6,14.9,7.4,15.0,23.1,Cameron Park,CA
2289,1600000US0654232,region.place,2013,94122,59973,153380,121925,88468,99792,128611,56429,56504,48504,0.7,1.3,0.8,2.2,8.0,7.3,3.8,14.3,61.6,Orinda,CA
2297,1600000US0677364,region.place,2013,40439,30225,65109,32000,30790,44149,65673,26595,9854,38842,2.1,9.5,2.5,11.7,21.6,15.6,11.0,15.5,10.5,Susanville,CA
2302,1600000US0669154,region.place,2013,36560,29852,49652,33293,31757,64669,59107,31085,25454,39313,2.7,13.5,0.7,23.0,21.1,18.3,5.7,9.2,5.8,Santa Fe Springs,CA
2305,1600000US0682815,region.place,2013,34400,25198,37131,31642,28895,57841,49583,27172,25765,33211,7.5,20.3,1.7,19.4,23.7,14.8,4.4,6.4,1.8,Vincent,CA
2306,1600000US0649187,region.place,2013,80673,26265,133813,90938,54558,67500,120217,37188,24625,39375,1.2,2.9,1.1,4.0,5.5,10.1,3.4,11.3,60.5,Moraga,CA
2313,1600000US0621096,region.place,2013,44429,30822,56624,46114,39726,52314,76019,25813,22538,38208,2.8,9.9,0.7,13.8,18.8,13.5,7.0,14.4,19.1,East San Gabriel,CA
